rank,company,revenues,revenue % change,profits,profits % change,assets,market val,change in rank 1000,employees,change in rank 500,year
281,AutoZone2019,11221.1,0.031,1337.5,0.044,9347,25487.9,-3,"72,450",-3,2019.00
282,W.W. Grainger2019,11221,0.076,782,0.335,5873,16732.7,5,"23,850",5,2019.00
283,Quanta Services2019,11171.4,0.18,293.3,-0.069,7075.8,5336.2,33,"39,200",33,2019.00
284,Crown Holdings2019,11151,0.282,439,0.359,15262,7384.9,54,"33,429",54,2019.00
285,Office Depot2019,11130,0.035,104,-0.425,6166,1971.9,-4,"44,000",-4,2019.00
286,Baxter International2019,11127,0.054,1624,1.265,15641,41558.9,-3,"50,000",-3,2019.00
287,Lam Research2019,11077,0.382,2380.7,0.402,12479.5,27315.8,67,"10,900",67,2019.00
288,Entergy2019,11009.5,-0.006,848.7,1.062,48275.1,18214.6,-14,"13,688",-14,2019.00
289,Charles Schwab2019,10989,0.226,3507,0.49,296482,57051.3,41,"19,500",41,2019.00
290,L3 Technologies2019,10841,-0.015,1005,0.484,13518,16368.2,-14,"31,000",-14,2019.00
291,NRG Energy2019,10797,-0.042,268,-,10628,11850.9,-22,"4,862",-22,2019.00
292,Live Nation Entertainment2019,10787.8,0.044,60.2,-,8496.9,13400.5,-2,"16,000",-2,2019.00
293,Universal Health Services2019,10772.3,-0.045,779.7,0.036,11265.5,12144.3,-25,"75,650",-25,2019.00
294,Molson Coors Brewing2019,10769.6,-0.021,1116.5,-0.287,30109.8,12958,-19,"17,750",-19,2019.00
295,eBay2019,10746,0.123,2530,-,22819,33978.7,14,"14,000",14,2019.00
296,AES2019,10736,-0.225,1203,-,32521,11975.4,-82,"9,000",-82,2019.00
297,Devon Energy2019,10734,-0.23,3064,2.412,19566,13832.7,-84,"2,880",-84,2019.00
298,Pacific Life2019,10699,0.125,913,-0.331,157699,-,15,"3,776",15,2019.00
299,CenterPoint Energy2019,10589,0.101,368,-0.795,27009,15394.2,9,"7,977",9,2019.00
300,Discovery2019,10553,0.535,594,-,32550,13632.8,109,"9,000",109,2019.00
301,BorgWarner2019,10529.6,0.075,930.7,1.116,10095.3,7974.3,-,"30,000",-,2019.00
302,Targa Resources2019,10484,0.189,1.6,-0.97,16938.2,9645.6,32,"2,460",32,2019.00
303,Ally Financial2019,10466,0.061,1263,0.36,178869,11025.3,-4,"8,200",-4,2019.00
304,SunTrust Banks2019,10431,0.071,2775,0.221,215543,26262.9,-1,"22,899",-1,2019.00
305,IQVIA Holdings2019,10412,0.069,259,-0.802,22549,28280.9,-1,"58,000",-1,2019.00
306,American Family Insurance Group2019,10336.2,0.083,295.3,0.897,27502.5,-,5,"11,975",5,2019.00
307,Delek US Holdings2019,10265.6,0.397,340.1,0.178,5760.6,2821.7,77,"3,717",77,2019.00
308,Navistar International2019,10250,0.196,340,10.333,7230,3199.8,34,"13,100",34,2019.00
309,Chesapeake Energy2019,10231,0.077,873,-0.08,10947,5058.3,5,"2,350",5,2019.00
310,United Natural Foods2019,10226.7,0.103,165.7,0.273,2964.5,671.8,9,"10,000",9,2019.00
311,Leidos Holdings2019,10194,0.002,581,0.587,8770,9205.1,-19,"32,000",-19,2019.00
312,PulteGroup2019,10188.3,0.188,1022,1.285,10173,7758.4,29,"5,086",29,2019.00
313,Eastman Chemical2019,10151,0.063,1080,-0.22,15995,10531.1,-3,"14,595",-3,2019.00
314,Republic Services2019,10040.9,0,1036.9,-0.189,21617,25851.5,-18,"36,000",-18,2019.00
315,Mohawk Industries2019,9983.6,0.052,861.7,-0.113,13099.1,9121.9,-,"42,100",-,2019.00
316,Sonic Automotive2019,9951.6,0.009,51.7,-0.445,3796.8,636.7,-18,"9,700",-18,2019.00
317,Owens & Minor2019,9838.7,0.056,-437,-7.003,3773.8,258.4,1,"17,900",1,2019.00
318,Xerox2019,9830,-0.042,361,0.851,14874,7307.6,-27,"32,400",-27,2019.00
319,Boston Scientific2019,9823,0.086,1671,15.067,20999,53367.4,9,"32,000",9,2019.00
320,DCP Midstream2019,9822,0.161,298,0.301,14266,4736.6,24,"2,650",24,2019.00
321,Autoliv2019,9801.1,-0.056,190.4,-0.554,6721.6,6413.4,-32,"62,091",-32,2019.00
322,Interpublic Group2019,9714.4,0.232,618.9,0.069,15620.3,8087,37,"54,000",37,2019.00
323,Public Service Enterprise Group2019,9696,0.067,1438,-0.086,45326,30002,4,"13,145",4,2019.00
324,PVH2019,9656.8,0.083,746.4,0.388,11863.7,9164.1,8,"29,350",8,2019.00
325,Mosaic2019,9587.3,0.294,470,-,20119.2,10527.2,57,"13,600",57,2019.00
326,Advance Auto Parts2019,9580.6,0.022,423.8,-0.109,9040.6,12221.9,-9,"55,500",-9,2019.00
327,Altice USA2019,9566.6,0.026,18.8,-0.988,33613.8,14708,-,"11,993",-,2019.00
328,Hormel Foods2019,9545.7,0.041,1012.1,0.195,8142.3,23976.8,-5,"20,100",-5,2019.00
329,O'Reilly Automotive2019,9536.4,0.062,1324.5,0.168,7980.8,30438.4,-,"64,325",-,2019.00
330,Calpine2019,9512,0.087,10,-,16062,-,6,"2,282",6,2019.00
331,Hertz Global Holdings2019,9504,0.08,-225,-1.688,21382,1457.8,4,"38,000",4,2019.00
332,First Data2019,9498,-0.212,1005,-0.314,38327,24767.2,-78,"19,000",-78,2019.00
333,Pioneer Natural Resources2019,9415,0.726,978,0.174,17903,25639.3,164,"3,177",164,2019.00
334,Coty2019,9398,0.228,-168.8,-,22630.2,8639.5,37,"20,000",37,2019.00
335,AGCO2019,9352,0.126,285.5,0.532,7626.4,5335.4,12,"21,200",12,2019.00
336,Mutual of Omaha Insurance2019,9347.2,0.07,277.3,-0.679,43913.4,-,1,"6,314",1,2019.00
337,Vistra Energy2019,9144,0.684,-54,-,26024,12647.8,162,"5,275",162,2019.00
338,Avis Budget Group2019,9124,0.031,165,-0.543,19149,2646.2,-5,"25,600",-5,2019.00
339,Adobe2019,9030,0.237,2590.8,0.529,18768.7,130034,50,"21,357",50,2019.00
340,Peter Kiewit Sons'2019,9025,0.04,468,0.261,4760,-,-1,"20,000",-1,2019.00
341,News Corp.2019,9024,0.109,-1514,-,16346,7286.8,9,"28,000",9,2019.00
342,Brighthouse Financial2019,8965,-,865,-,206294,4230.2,-,"1,260",-,2019.00
343,Voya Financial2019,8934,-0.075,875,-,154682,7291,-36,"6,000",-36,2019.00
344,Air Products & Chemicals2019,8930.2,0.058,1497.8,-0.501,19178.3,41940.8,1,"16,150",1,2019.00
345,Hilton Worldwide Holdings2019,8906,-0.026,764,-0.393,13995,24292.8,-21,"169,000",-21,2019.00
346,GameStop2019,8850.7,-0.041,-673,-20.395,4044.3,1036,-24,"33,000",-24,2019.00
347,Veritiv2019,8696.2,0.04,-15.7,-,2529.7,418.5,-1,"8,700",-1,2019.00
348,Williams2019,8686,0.082,-155,-1.071,45302,34801.1,5,"5,322",5,2019.00
349,Campbell Soup2019,8685,0.101,261,-0.706,14529,11481.6,9,"23,000",9,2019.00
350,Rockwell Collins2019,8665,0.27,1032,0.464,19026,-,65,"31,200",65,2019.00
351,Thrivent Financial for Lutherans2019,8635.2,0.013,1233.9,1.21,94482.9,-,-8,"3,708",-8,2019.00
352,Westlake Chemical2019,8635,0.074,996,-0.236,11602,8718.3,-,"8,870",-,2019.00
353,Univar2019,8632.5,0.046,172.3,0.438,5272.4,3760.5,-4,"8,500",-4,2019.00
354,J.B. Hunt Transport Services2019,8614.9,0.198,489.6,-0.287,5091.6,11014.2,41,"27,621",41,2019.00
355,Frontier Communications2019,8611,-0.057,-643,-,23659,209.6,-30,"21,173",-30,2019.00
356,Jones Financial (Edward Jones)2019,8594,0.131,990,0.135,15815,-,20,"47,000",20,2019.00
357,National Oilwell Varco2019,8453,0.157,-31,-,19796,10214.7,31,"34,642",31,2019.00
358,Eversource Energy2019,8448.2,0.09,1033,0.046,38241.3,22512.6,6,"7,998",6,2019.00
359,Dick's Sporting Goods2019,8436.6,-0.018,319.9,-0.011,4187.1,3544.9,-19,"27,950",-19,2019.00
360,Genworth Financial2019,8430,0.016,119,-0.854,100923,1918.5,-12,"3,500",-12,2019.00
361,Fidelity National Information Services2019,8423,-0.077,846,-0.359,23770,36546.5,-35,"47,000",-35,2019.00
362,Yum China Holdings2019,8415,0.178,708,0.757,4610,17019.2,35,"450,000",35,2019.00
363,Ryder System2019,8409.2,0.147,273.3,-0.654,13051.1,3302.5,24,"39,600",24,2019.00
364,Anixter International2019,8400.2,0.06,156.3,0.434,4653.1,1878.7,-7,"9,300",-7,2019.00
365,Caesars Entertainment2019,8391,0.729,303,-,25775,5823.5,171,"66,000",-,2019.00
366,Masco2019,8359,0.094,734,0.377,5393,11568.7,7,"26,000",7,2019.00
367,Thor Industries2019,8328.9,0.149,430.2,0.149,2778.7,3434.3,25,"17,500",25,2019.00
368,Alaska Air Group2019,8264,0.042,437,-0.577,10912,6937.1,-13,"23,376",-13,2019.00
369,Amphenol2019,8202,0.17,1205,0.852,10044.9,28151.4,34,"73,600",34,2019.00
370,WESCO International2019,8176.6,0.065,227.3,0.391,4605,2395.8,-,"9,100",-,2019.00
371,Huntington Ingalls Industries2019,8176,0.099,836,0.745,6383,8631.3,10,"40,000",10,2019.00
372,Jefferies Financial Group2019,8151.8,-0.343,1026.8,4.979,47131.1,5686.9,-131,"4,700",-131,2019.00
373,Dana2019,8143,0.13,427,2.847,5918,2545,20,"30,900",20,2019.00
374,Expeditors Intl. of Washington2019,8138.4,0.176,618.2,0.263,3314.6,13043.9,34,"17,400",34,2019.00
375,EMCOR Group2019,8130.6,0.058,283.5,0.248,4088.8,4092.3,-7,"33,000",-7,2019.00
376,Darden Restaurants2019,8080.1,0.127,596,0.244,5469.6,15002.6,20,"180,656",20,2019.00
377,SpartanNash2019,8064.6,-0.008,33.6,-,1971.9,570.6,-26,"11,400",-26,2019.00
378,Assurant2019,8057.6,0.256,251,-0.517,41089.3,5854.3,62,"14,250",62,2019.00
379,United Rentals2019,8047,0.212,1096,-0.186,18133,9002.2,45,"18,500",45,2019.00
380,Liberty Media2019,8040,0.059,531,-0.608,40828,12349.5,-3,"4,641",-3,2019.00
381,Erie Insurance Group2019,8030.7,0.066,686.3,-0.2,21178.2,-,-3,"5,547",-3,2019.00
382,Auto-Owners Insurance2019,7999.3,0.052,754.5,0.168,24476.4,-,-7,"5,517",-7,2019.00
383,Cheniere Energy2019,7987,0.426,471,-,31987,17596.9,106,"1,372",106,2019.00
384,Fifth Third Bancorp2019,7973,0.034,2193,0,146069,19447.4,-18,"17,437",-18,2019.00
385,Foot Locker2019,7939,0.02,541,0.905,3820,6841.1,-22,"32,401",-22,2019.00
386,Conagra Brands2019,7938.3,-0.14,808.4,0.265,10389.5,13471.7,-65,"12,400",-65,2019.00
387,Zimmer Biomet Holdings2019,7932.9,0.014,-379.2,-1.209,24126.8,26124.8,-26,"19,800",-26,2019.00
388,Tractor Supply2019,7911,0.09,532.4,0.26,3085.3,11839.7,3,"22,000",3,2019.00
389,Berry Global Group2019,7869,0.109,496,0.459,9131,7024.9,10,"24,000",10,2019.00
390,Alliance Data Systems2019,7791.2,0.009,963.1,0.221,30387.7,9273.5,-25,"20,000",-25,2019.00
391,Hershey2019,7791.1,0.037,1177.6,0.504,7703,23944.3,-12,"15,675",-12,2019.00
392,PPL2019,7785,0.045,1827,0.62,43396,22882.5,-12,"12,444",-12,2019.00
393,Dean Foods2019,7755.3,-0.005,-326.9,-6.308,2118.5,277.9,-31,"15,000",-31,2019.00
394,Builders FirstSource2019,7724.8,0.098,205.2,4.291,2932.3,1538.9,6,"15,000",6,2019.00
395,Oshkosh2019,7705.5,0.128,471.9,0.652,5294.2,5262.6,19,"15,000",19,2019.00
396,EnLink Midstream2019,7699,0.341,-13.2,-1.062,10694.1,6219.2,-,"1,449",-,2019.00
397,W.R. Berkley2019,7691.7,0.001,640.7,0.167,24896,10337,-28,"7,448",-28,2019.00
398,WEC Energy Group2019,7679.5,0.004,1059.3,-0.12,33475.8,24945.8,-26,"7,878",-26,2019.00
399,JetBlue Airways2019,7658,0.092,188,-0.836,10426,5014.9,3,"18,268",3,2019.00
400,UGI2019,7651.2,0.25,718.7,0.646,11980.9,9634.4,57,"13,000",57,2019.00
401,A-Mark Precious Metals2019,7606.2,0.088,-3.4,-1.479,743,83.7,3,184,3,2019.00
402,Fidelity National Financial2019,7594,-0.223,628,-0.185,9301,10063.4,-100,"23,436",-100,2019.00
403,Constellation Brands2019,7585,0.035,2318.9,0.511,20538.7,33209.6,-17,"9,600",-17,2019.00
404,Quest Diagnostics2019,7531,-0.023,736,-0.047,11003,12072.8,-37,"46,000",-37,2019.00
405,Activision Blizzard2019,7500,0.069,1813,5.641,17835,34777.4,-4,"9,900",-4,2019.00
406,Weyerhaeuser2019,7476,0.039,748,0.285,17249,19663.4,-12,"9,300",-12,2019.00
407,Raymond James Financial2019,7475.8,0.146,856.7,0.347,37412.9,11340.9,24,"13,900",24,2019.00
408,Casey's General Stores2019,7472.1,0.125,317.9,0.791,3469.9,4716.9,17,"27,561",17,2019.00
409,Keurig Dr Pepper2019,7442,0.112,586,-0.455,48918,39328.1,9,"25,500",9,2019.00
410,American Tower2019,7440.1,0.116,1236.4,-0.002,33010.4,86930,9,"5,026",9,2019.00
411,Apache2019,7424,0.156,40,-0.969,21582,13011.6,27,"3,420",27,2019.00
412,Dover2019,7395.8,-0.056,570.3,-0.297,8365.8,13621,-52,"24,000",-52,2019.00
413,KeyCorp2019,7393,0.076,1866,0.44,139613,15888.4,-1,"18,180",-1,2019.00
414,J.M. Smucker2019,7357.1,-0.005,1338.6,1.26,15301.2,13251.5,-31,"7,000",-31,2019.00
415,Citizens Financial Group2019,7354,0.139,1721,0.042,160518,14962.7,20,"18,140",20,2019.00
416,Motorola Solutions2019,7343,0.151,966,-,9409,23089.5,27,"16,000",27,2019.00
417,Magellan Health2019,7314.2,0.253,24.2,-0.781,2979.1,1577.2,58,"10,500",58,2019.00
418,American Axle & Manufacturing2019,7270.4,0.16,-57.5,-1.171,7510.7,1599,31,"25,000",31,2019.00
419,Newmont Goldcorp2019,7253,-0.013,341,-,20715,19053.6,-34,"12,442",-34,2019.00
420,Spirit AeroSystems Holdings2019,7222,0.034,617,0.739,5685.9,9672.1,-15,"17,000",-15,2019.00
421,Western & Southern Financial Group2019,7205,0.235,495,0.594,50635.5,-,55,"2,769",55,2019.00
422,Fortive2019,7203.2,0.082,2913.8,1.79,12905.6,28072.2,-2,"24,000",-2,2019.00
423,Graybar Electric2019,7202.5,0.086,143.3,1.001,2491.2,-,3,"8,700",3,2019.00
424,NVR2019,7189.7,0.137,797.2,0.483,3165.9,10036.5,20,"5,600",20,2019.00
425,Avery Dennison2019,7159,0.082,467.4,0.659,5177.5,9488.9,2,"30,000",2,2019.00
426,Celanese2019,7155,0.165,1207,0.432,9313,12606.6,29,"7,684",29,2019.00
427,American Financial Group2019,7150,0.042,530,0.116,63456,8592.7,-14,"7,600",-14,2019.00
428,Toll Brothers2019,7143.3,0.228,748.2,0.397,10244.6,5283,52,"4,900",52,2019.00
429,Sanmina2019,7110.1,0.035,-95.5,-1.688,4085.1,1974.2,-18,"41,200",-18,2019.00
430,Insight Enterprises2019,7080.1,0.056,163.7,0.805,2775.9,1954.8,-13,"7,420",-13,2019.00
431,Owens Corning2019,7057,0.105,545,0.886,9771,5163.4,11,"20,000",11,2019.00
432,Packaging Corp. of America2019,7014.6,0.088,738,0.104,6569.7,9391,4,"15,000",4,2019.00
433,TravelCenters of America2019,6973.6,0.152,-120.6,-14.016,1442.1,166,32,"18,277",32,2019.00
434,Olin2019,6946.1,0.108,327.9,-0.403,8997.4,3815.5,14,"6,500",14,2019.00
435,Arthur J. Gallagher2019,6934,0.126,633.5,0.368,16334,14466.1,19,"30,362",19,2019.00
436,MasTec2019,6909.4,0.046,259.7,-0.252,4440,3656.9,-8,"19,000",-8,2019.00
437,Alleghany2019,6887.2,0.072,39.5,-0.561,25344.9,8854.7,-,"9,300",-,2019.00
438,Owens-Illinois2019,6877,0.001,257,0.428,9699,2915.8,-28,"26,500",-28,2019.00
439,Asbury Automotive Group2019,6874.4,0.065,168,0.208,2695.4,1352.5,-5,"8,200",-5,2019.00
440,CMS Energy2019,6873,0.044,657,0.428,24529,15760,-11,"8,291",-11,2019.00
441,Markel2019,6841.3,0.129,-128.2,-1.324,33306.3,13813.2,23,"17,400",23,2019.00
442,Blackstone Group2019,6833.3,-0.04,1541.8,0.048,28924.7,23030.9,-44,"2,615",-44,2019.00
443,AK Steel Holding2019,6818.2,0.121,186,29,4515.7,869.8,18,"9,500",18,2019.00
444,Hanesbrands2019,6804,0.05,553.1,7.936,7256,6463.1,-11,"68,000",-11,2019.00
445,R.R. Donnelley & Sons2019,6800.2,-0.02,-11,-,3640.8,332.5,-39,"39,500",-39,2019.00
446,Wayfair2019,6779.2,0.436,-504.1,-,1890.9,13524.3,99,"12,124",-,2019.00
447,Regions Financial2019,6762,0.11,1759,0.393,125688,14401,13,"19,969",13,2019.00
448,Wynn Resorts2019,6717.7,0.065,572.4,-0.234,13216.3,12843.5,-1,"26,000",-1,2019.00
449,Ulta Beauty2019,6716.6,0.141,658.6,0.186,3191.2,20683.9,22,"30,000",22,2019.00
450,Regeneron Pharmaceuticals2019,6710.8,0.143,2444.4,1.04,11734.5,44871.4,23,"7,400",23,2019.00
451,Burlington Stores2019,6668.5,0.091,414.7,0.078,3079.2,10509.6,8,"44,000",8,2019.00
452,Rockwell Automation2019,6666,0.056,535.5,-0.351,6262,20975.2,-7,"23,000",-7,2019.00
453,Northern Trust2019,6658.9,0.165,1556.4,0.298,132212.5,19754.4,33,"18,800",33,2019.00
454,Chemours2019,6638,0.074,995,0.334,7362,6179.1,-3,"7,000",-3,2019.00
455,Seaboard2019,6583,0.133,-17,-1.069,5307,5001.5,26,"12,600",26,2019.00
456,Marathon Oil2019,6582,0.277,1096,-,21321,13677.2,62,"2,400",-,2019.00
457,Ascena Retail Group2019,6578.3,-0.011,-39.7,-,3570.5,213.4,-34,"39,500",-34,2019.00
458,Dillard's2019,6503.3,0.013,170.3,-0.231,3431.4,1897.6,-19,"31,005",-19,2019.00
459,Cintas2019,6487.4,0.195,842.6,0.753,6958.2,21207.8,41,"41,000",41,2019.00
460,Advanced Micro Devices2019,6475,0.215,337,6.837,4556,27601.5,46,"10,100",-,2019.00
461,Hess2019,6466,0.196,-282,-,21433,18251.8,40,"1,708",-,2019.00
462,M&T Bank Corp.2019,6454.7,0.072,1918.1,0.362,120097.4,21741.2,5,"16,840",5,2019.00
463,ABM Industries2019,6442.2,0.181,97.8,24.737,3627.5,2407.8,35,"140,000",35,2019.00
464,Beacon Roofing Supply2019,6418.3,0.466,98.6,-0.022,6508.7,2201,105,"8,356",-,2019.00
465,NCR2019,6405,-0.017,-88,-1.379,7761,3245.9,-33,"34,000",-33,2019.00
466,iHeartMedia2019,6325.8,0.026,-201.9,-,12269.5,97.4,-14,"18,300",-14,2019.00
467,Franklin Resources2019,6319.1,-0.011,764.4,-0.549,14383.5,16885.2,-26,"9,691",-26,2019.00
468,Ameren2019,6291,0.018,815,0.558,27215,18050.6,-15,"8,838",-15,2019.00
469,Intercontinental Exchange2019,6276,0.076,1988,-0.209,92791,43074.1,8,"5,161",8,2019.00
470,S&P Global2019,6258,0.032,1958,0.309,9458,51812.4,-7,"21,200",-7,2019.00
471,Post Holdings2019,6257.2,0.197,467.3,8.675,13057.5,7274.6,41,"11,550",-,2019.00
472,Analog Devices2019,6200.9,0.214,1495.4,1.056,20449.8,38772.4,48,"15,800",-,2019.00
473,Ralph Lauren2019,6182.3,-0.071,162.8,-,6143.3,10195.7,-52,"18,150",-52,2019.00
474,Harris2019,6182,-0.109,718,0.298,9839,18839.5,-67,"17,500",-67,2019.00
475,Booz Allen Hamilton2019,6171.9,0.063,305.1,0.208,3603.4,8144.4,7,"24,600",7,2019.00
476,Polaris Industries2019,6166,0.12,335.3,0.944,4124.9,5152.9,20,"12,000",20,2019.00
477,Clorox2019,6124,0.025,823,0.174,5060,20565.2,-9,"8,700",-9,2019.00
478,Realogy Holdings2019,6079,-0.006,137,-0.682,7290,1301.9,-20,"11,400",-20,2019.00
479,HD Supply Holdings2019,6047,-0.075,394,-0.594,4233,7402.1,-49,"11,500",-49,2019.00
480,Graphic Packaging Holding2019,6023,0.368,221.1,-0.263,7059.2,3733.3,85,"18,000",-,2019.00
481,Old Republic International2019,6021.8,-0.039,370.5,-0.339,19327.1,6334.1,-31,"9,000",-31,2019.00
482,Intuit2019,5964,0.152,1211,0.247,5178,67724.3,34,"8,900",-,2019.00
483,NetApp2019,5911,0.071,76,-0.851,9865,17125.2,12,"10,300",12,2019.00
484,Tapestry2019,5880,0.31,397.5,-0.327,6678.3,9421.4,71,"16,900",-,2019.00
485,ON Semiconductor2019,5878.3,0.06,627.4,-0.226,7587.6,8474.8,7,"35,700",7,2019.00
486,Ingredion2019,5841,0.002,443,-0.146,5728,6312.7,-8,"11,000",-8,2019.00
487,Zoetis2019,5825,0.098,1428,0.653,10777,48198,20,"10,000",-,2019.00
488,Fiserv2019,5823,0.022,1187,-0.047,11262,34603.1,-1,"24,000",-1,2019.00
489,TreeHouse Foods2019,5812.1,-0.078,-61.4,-,5599.3,3614.1,-43,"12,700",-43,2019.00
490,Robert Half International2019,5800.3,0.101,434.3,0.495,1903.1,7759.2,21,"18,900",-,2019.00
491,First American Financial2019,5747.8,-0.004,474.5,0.122,10630.6,5765.3,-8,"18,251",-8,2019.00
492,Harley-Davidson2019,5716.9,0.012,531.5,0.019,10665.7,5670.7,-4,"5,900",-4,2019.00
493,Windstream Holdings2019,5713.1,-0.024,-723,-,10257.9,12.9,-19,"11,945",-19,2019.00
494,Yum Brands2019,5688,-0.032,1542,0.151,4130,30583.2,-22,"34,000",-22,2019.00
495,Williams-Sonoma2019,5671.6,0.072,333.7,0.286,2812.8,4434.8,13,"19,800",-,2019.00
496,Simon Property Group2019,5657.9,0.022,2440.1,0.253,30686.2,56301.7,-3,"4,150",-3,2019.00
497,Navient2019,5610,0.083,395,0.353,104176,2828.9,18,"6,500",-,2019.00
498,Western Union2019,5589.9,0.012,851.9,-,8996.8,8050.9,-4,"12,000",-4,2019.00
499,Peabody Energy2019,5581.8,0.001,646.9,-,7423.7,3065.6,-8,"7,400",-8,2019.00
500,Levi Strauss2019,5575.4,0.137,283.1,0.006,3542.7,9207.8,30,"15,100",-,2019.00
1,Walmart2018,500343,0.03,9862,-0.277,204522,263563.1,-,"2,300,000",-,2018.00
2,Exxon Mobil2018,244363,0.174,19710,1.514,348691,316157.1,2,"71,200",2,2018.00
3,Berkshire Hathaway2018,242137,0.083,44940,0.867,702095,492008.4,-1,"377,000",-1,2018.00
4,Apple2018,229234,0.063,48351,0.058,375319,851317.9,-1,"123,000",-1,2018.00
5,UnitedHealth Group2018,201159,0.088,10558,0.505,139058,207079.9,1,"260,000",1,2018.00
6,McKesson2018,198533,0.031,5070,1.245,60969,29067,-1,"64,500",-1,2018.00
7,CVS Health2018,184765,0.041,6622,0.245,95131,63114,-,"203,000",-,2018.00
8,Amazon.com2018,177866,0.308,3033,0.279,131310,700667.7,4,"566,000",4,2018.00
9,AT&T2018,160546,-0.02,29450,1.27,444097,218945.6,-,"254,000",-,2018.00
10,General Motors2018,157311,-0.055,-3864,-1.41,212482,50971.6,-2,"180,000",-2,2018.00
11,Ford Motor2018,156776,0.033,7602,0.654,257808,44244.3,-1,"202,000",-1,2018.00
12,AmerisourceBergen2018,153143.8,0.043,364.5,-0.745,35316.5,18937.7,-1,"19,500",-1,2018.00
13,Chevron2018,134533,0.251,9195,-,253806,217845.3,6,"51,900",6,2018.00
14,Cardinal Health2018,129976,0.069,1288,-0.097,40112,19725.8,1,"40,400",1,2018.00
15,Costco2018,129025,0.087,2679,0.14,36347,82686.9,1,"182,000",1,2018.00
16,Verizon2018,126034,0,30101,1.293,257143,197496.6,-2,"155,400",-2,2018.00
17,Kroger2018,122662,0.064,1907,-0.034,37197,20827.8,1,"449,000",1,2018.00
18,General Electric2018,122274,-0.035,-5786,-1.655,377945,117053.7,-5,"313,000",-5,2018.00
19,Walgreens Boots Alliance2018,118214,0.007,4078,-0.023,66009,64924.3,-2,"290,000",-2,2018.00
20,JPMorgan Chase2018,113899,0.08,24441,-0.012,2533600,375042.9,1,"252,539",1,2018.00
21,Fannie Mae2018,112394,0.049,2463,-0.8,3345529,1632.9,-1,"7,200",-1,2018.00
22,Alphabet2018,110855,0.228,12662,-0.35,197295,719123.6,5,"80,110",5,2018.00
23,Home Depot2018,100904,0.067,8630,0.085,44529,206271.7,-,"413,000",-,2018.00
24,Bank of America Corp.2018,100264,0.07,18232,0.018,2281234,306618.4,2,"209,376",2,2018.00
25,Express Scripts Holding2018,100064.6,-0.002,4517.4,0.327,54255.8,38790.6,-3,"26,600",-3,2018.00
26,Wells Fargo2018,97741,0.038,22183,0.011,1951757,255556,-1,"262,700",-1,2018.00
27,Boeing2018,93392,-0.012,8197,0.675,92333,192539.1,-3,"140,800",-3,2018.00
28,Phillips 662018,91568,0.265,5106,2.284,54371,44729.9,6,"14,600",6,2018.00
29,Anthem2018,90039.4,0.061,3842.8,0.556,70540,56182.1,-,"56,000",-,2018.00
30,Microsoft2018,89950,0.054,21204,0.262,241086,702760.1,-2,"124,000",-2,2018.00
31,Valero Energy2018,88407,0.26,4065,0.776,50158,39976.7,6,"10,015",6,2018.00
32,Citigroup2018,87966,0.068,-6798,-1.456,1842465,172822,-2,"209,000",-2,2018.00
33,Comcast2018,84526,0.051,22714,1.612,186949,158702.8,-2,"164,000",-2,2018.00
34,IBM2018,79139,-0.01,5753,-0.515,125356,141334.8,-2,"366,000",-2,2018.00
35,Dell Technologies2018,78660,0.214,-3728,-,122281,-,6,"145,000",6,2018.00
36,State Farm Insurance Cos.2018,78330.8,0.029,2206.5,5.299,272345.2,-,-3,"65,664",-3,2018.00
37,Johnson & Johnson2018,76450,0.063,1300,-0.921,157303,343780.3,-2,"134,000",-2,2018.00
38,Freddie Mac2018,74676,0.137,5625,-0.28,2049776,877.6,1,"6,165",1,2018.00
39,Target2018,71879,0.034,2934,0.072,38999,37408.6,-1,"345,000",-1,2018.00
40,Lowe's2018,68619,0.055,3447,0.114,35291,72811.5,-,"255,000",-,2018.00
41,Marathon Petroleum2018,67610,0.21,3432,1.923,49047,34682.7,10,"43,800",10,2018.00
42,Procter & Gamble2018,66217,-0.077,15326,0.459,120406,199865.2,-6,"95,000",-6,2018.00
43,MetLife2018,66153,0.042,4010,4.013,719892,47571.5,-1,"49,000",-1,2018.00
44,UPS2018,65872,0.082,4910,0.431,45403,90156.1,2,"346,415",2,2018.00
45,PepsiCo2018,63525,0.012,4857,-0.233,79804,154932.5,-1,"263,000",-1,2018.00
46,Intel2018,62761,0.057,9601,-0.069,123249,243109.4,1,"102,700",1,2018.00
47,DowDuPont2018,62683,0.302,1460,-0.662,192164,148186,15,"98,000",15,2018.00
48,Archer Daniels Midland2018,60828,-0.024,1595,0.247,39963,24238.3,-3,"31,300",-3,2018.00
49,Aetna2018,60535,-0.041,1904,-0.162,55151,55229.2,-6,"47,950",-6,2018.00
50,FedEx2018,60319,0.198,2997,0.647,48552,64161,8,"357,000",8,2018.00
51,United Technologies2018,59837,0.045,4552,-0.1,96920,100666.8,-1,"204,700",-1,2018.00
52,Prudential Financial2018,59689,0.015,7863,0.8,831921,43685.8,-4,"49,705",-4,2018.00
53,Albertsons Cos.2018,59678.2,0.016,-373.3,-,23755,-,-4,"273,000",-4,2018.00
54,Sysco2018,55371.1,0.099,1142.5,0.203,17756.7,31294.2,3,"66,500",3,2018.00
55,Disney2018,55137,-0.009,8980,-0.044,95789,151029.2,-3,"199,000",-3,2018.00
