rank,company,revenues,revenue % change,profits,profits % change,assets,market val,change in rank 1000,employees,change in rank 500,year
277,Ball,10983.00,0.212,374.00,0.422,17169.00,13920.40,29,"18,300",29,2018
278,AutoZone,10888.70,0.024,1280.90,0.032,9259.80,17450.30,-8,"70,035",-8,2018
279,Murphy USA,10853.40,0.127,245.30,0.107,2331.00,2440.30,12,"6,900",12,2018
280,MGM Resorts International,10773.90,0.139,1960.30,0.780,29159.20,19844.30,17,"68,500",17,2018
281,Office Depot,10752.00,-0.209,181.00,-0.658,6323.00,1195.10,-78,"45,000",-78,2018
282,Huntsman,10592.00,0.097,636.00,0.951,10244.00,7090.40,7,"10,000",7,2018
283,Baxter International,10561.00,0.039,717.00,-0.856,17111.00,34979.00,-2,"47,000",-2,2018
284,Norfolk Southern,10551.00,0.067,5404.00,2.240,35711.00,41226.20,-,"27,110",-,2018
285,salesforce.com,10480.00,0.249,127.50,-0.290,21009.80,85073.50,41,"29,000",41,2018
286,Laboratory Corp. of America,10441.40,0.083,1268.20,0.732,16568.00,16482.30,4,"60,000",4,2018
287,W.W. Grainger,10424.90,0.028,585.70,-0.033,5804.30,15823.20,-5,"25,050",-5,2018
288,Qurate Retail,10404.00,-0.023,2441.00,0.977,24122.00,12587.00,-19,"28,255",-19,2018
289,Autoliv,10382.60,0.031,427.10,-0.247,8549.90,12710.00,-6,"67,352",-6,2018
290,Live Nation Entertainment,10337.40,0.237,-6.00,-3.045,7504.30,8772.20,40,"15,050",40,2018
291,Xerox,10265.00,-0.401,195.00,-,15946.00,7329.50,-129,"36,100",-129,2018
292,Leidos Holdings,10170.00,0.444,366.00,0.500,8990.00,9918.20,89,"31,000",89,2018
293,Corning,10116.00,0.077,-497.00,-1.135,27494.00,23676.60,5,"46,200",5,2018
294,Lithia Motors,10086.50,0.162,245.20,0.244,4683.10,2515.10,24,"12,899",24,2018
295,Expedia Group,10059.80,0.147,378.00,0.341,18515.60,16763.90,22,"22,615",22,2018
296,Republic Services,10041.50,0.070,1278.40,1.087,21147.00,21832.20,3,"35,000",3,2018
297,Jacobs Engineering Group,10022.80,-0.086,293.70,0.396,7380.90,8379.90,-38,"49,750",-38,2018
298,Sonic Automotive,9867.20,0.014,93.00,-0.002,3818.50,803.70,-11,"9,750",-11,2018
299,Ally Financial,9866.00,0.003,929.00,-0.129,167148.00,11767.40,-13,"7,900",-13,2018
300,LKQ,9848.00,0.084,533.70,0.150,9366.90,11750.10,4,"43,000",4,2018
301,BorgWarner,9799.30,0.080,439.90,2.712,9787.60,10586.00,4,"29,000",4,2018
302,Fidelity National Financial,9769.00,0.023,771.00,0.186,9151.00,10983.00,-9,"24,525",-9,2018
303,SunTrust Banks,9741.00,0.063,2273.00,0.210,205962.00,31863.10,-,"23,785",-,2018
304,IQVIA Holdings,9739.00,0.416,1309.00,10.383,22742.00,20433.40,86,"55,000",86,2018
305,Reliance Steel & Aluminum,9721.00,0.129,613.40,1.016,7751.00,6244.40,15,"14,900",15,2018
306,Nvidia,9714.00,0.406,3047.00,0.829,11241.00,140112.00,81,"11,528",81,2018
307,Voya Financial,9660.00,-0.104,-2992.00,-,222532.00,8686.20,-41,"6,300",-41,2018
308,CenterPoint Energy,9614.00,0.277,1792.00,3.148,22736.00,11822.30,54,"7,977",54,2018
309,eBay,9567.00,0.065,-1016.00,-1.140,25981.00,40726.10,1,"14,100",1,2018
310,Eastman Chemical,9549.00,0.060,1384.00,0.621,15999.00,15072.50,-1,"14,000",-1,2018
311,American Family Insurance Group,9545.40,0.081,155.60,-0.522,24233.00,-,4,"11,307",4,2018
312,Steel Dynamics,9538.80,0.227,812.70,1.127,6855.70,10443.80,35,"7,635",35,2018
313,Pacific Life,9510.00,0.037,1365.00,0.657,157877.00,-,-11,"3,578",-11,2018
314,Chesapeake Energy,9496.00,0.206,949.00,-,12425.00,2745.90,29,"3,200",29,2018
315,Mohawk Industries,9491.30,0.059,971.60,0.044,12094.90,17283.10,-4,"38,800",-4,2018
316,Quanta Services,9466.50,0.237,315.00,0.588,6480.20,5281.10,39,"32,800",39,2018
317,Advance Auto Parts,9373.80,-0.020,475.50,0.035,8482.30,8770.10,-25,"55,500",-25,2018
318,Owens & Minor,9318.30,-0.042,72.80,-0.331,3376.30,961.30,-30,"8,600",-30,2018
319,United Natural Foods,9274.50,0.095,130.20,0.035,2886.60,2164.60,6,"9,700",6,2018
320,Tenneco,9274.00,0.078,207.00,-0.419,4842.00,2821.90,2,"32,000",2,2018
321,Conagra Brands,9234.80,-0.347,639.30,-,10096.30,14776.40,-124,"12,600",-124,2018
322,GameStop,9224.60,0.072,34.70,-0.902,5041.60,1278.50,-1,"39,500",-1,2018
323,Hormel Foods,9167.50,-0.037,846.70,-0.049,6975.90,18173.60,-28,"20,200",-28,2018
324,Hilton Worldwide Holdings,9140.00,-0.216,1259.00,2.618,14308.00,24957.20,-83,"163,000",-83,2018
325,Frontier Communications,9128.00,0.026,-1804.00,-,24884.00,581.80,-12,"22,736",-12,2018
326,Fidelity National Information Services,9123.00,-0.013,1319.00,1.322,24517.00,31892.60,-25,"53,000",-25,2018
327,Public Service Enterprise Group,9084.00,0.003,1574.00,0.775,42716.00,25359.40,-21,"12,945",-21,2018
328,Boston Scientific,9048.00,0.079,104.00,-0.700,19042.00,37687.80,-1,"29,000",-1,2018
329,O'Reilly Automotive,8977.70,0.045,1133.80,0.093,7571.90,20606.80,-6,"60,365",-6,2018
330,Charles Schwab,8960.00,0.172,2354.00,0.246,243274.00,70312.80,27,"17,600",27,2018
331,Global Partners,8920.60,0.083,58.80,-,2320.20,521.80,3,"2,000",3,2018
332,PVH,8914.80,0.087,537.80,-0.020,11885.70,11649.40,3,"28,050",3,2018
333,Avis Budget Group,8848.00,0.022,361.00,1.215,17699.00,3791.80,-14,"26,300",-14,2018
334,Targa Resources,8814.90,0.317,54.00,-,14388.60,9628.50,68,"2,130",68,2018
335,Hertz Global Holdings,8803.00,-0.071,327.00,-,20058.00,1662.00,-39,"37,000",-39,2018
336,Calpine,8752.00,0.303,-339.00,-4.685,16453.00,-,64,"2,290",64,2018
337,Mutual of Omaha Insurance,8731.90,0.106,862.60,1.419,42429.30,-,5,"5,896",5,2018
338,Crown Holdings,8698.00,0.050,323.00,-0.349,10663.00,6815.80,-5,"24,342",-5,2018
339,Peter Kiewit Sons',8678.00,0.012,371.00,-0.063,5710.00,-,-15,"22,000",-15,2018
340,Dick's Sporting Goods,8590.50,0.084,323.40,0.125,4203.90,3764.50,-,"30,300",-,2018
341,PulteGroup,8573.30,0.118,447.20,-0.258,9686.60,8439.20,12,"4,810",12,2018
342,Navistar International,8570.00,0.057,30.00,-,6135.00,3451.20,-5,"11,400",-5,2018
343,Thrivent Financial for Lutherans,8527.90,-0.028,558.40,-0.050,95001.30,-,-27,"3,622",-27,2018
344,DCP Midstream,8462.00,4.653,229.00,-0.266,13878.00,5033.00,-,"2,650",-,2018
345,Air Products & Chemicals,8442.40,-0.114,3000.40,3.754,18467.20,34817.90,-51,"15,150",-51,2018
346,Veritiv,8364.70,0.005,-13.30,-1.633,2708.40,616.80,-15,"8,900",-15,2018
347,AGCO,8306.50,0.121,186.40,0.164,7971.70,5157.10,23,"20,462",23,2018
348,Genworth Financial,8295.00,-0.009,817.00,-,105297.00,1412.70,-19,"3,500",-19,2018
349,Univar,8253.70,0.022,119.80,-,5732.70,3920.00,-11,"8,600",-11,2018
350,News Corp.,8139.00,-0.022,-738.00,-5.123,14552.00,9272.20,-18,"26,000",-18,2018
351,SpartanNash,8128.10,0.051,-52.80,-1.930,2055.80,620.40,-1,"11,950",-1,2018
352,Westlake Chemical,8041.00,0.584,1304.00,2.269,12076.00,14385.00,155,"8,799",-,2018
353,Williams,8031.00,0.071,2174.00,-,46352.00,20567.40,14,"5,425",14,2018
354,Lam Research,8013.60,0.361,1697.80,0.857,12122.80,33105.40,86,"9,400",86,2018
355,Alaska Air Group,7933.00,0.338,1034.00,0.270,10740.00,7645.50,83,"23,156",83,2018
356,Jones Lang LaSalle,7932.40,0.166,254.20,-0.201,8014.50,7930.20,35,"81,900",35,2018
357,Anixter International,7927.40,0.040,109.00,-0.095,4252.20,2522.00,2,"8,900",2,2018
358,Campbell Soup,7890.00,-0.009,887.00,0.575,7726.00,13020.50,-19,"18,000",-19,2018
359,Interpublic Group,7882.40,0.005,579.00,-0.048,12695.20,8854.30,-14,"50,200",-14,2018
360,Dover,7830.40,0.152,811.70,0.595,10657.70,15182.50,32,"29,000",32,2018
361,Zimmer Biomet Holdings,7824.10,0.018,1813.80,4.929,25964.50,22151.10,-9,"18,200",-9,2018
362,Dean Foods,7795.00,0.011,61.60,-0.486,2503.80,787.10,-11,"16,000",-11,2018
363,Foot Locker,7782.00,0.002,284.00,-0.572,3961.00,5379.00,-15,"32,175",-15,2018
364,Eversource Energy,7752.00,0.015,988.00,0.048,36220.40,18670.90,-6,"8,084",-6,2018
365,Alliance Data Systems,7719.40,0.081,788.70,0.529,30684.80,11805.50,13,"20,000",13,2018
366,Fifth Third Bancorp,7713.00,0.120,2194.00,0.403,142193.00,21811.70,23,"18,125",23,2018
367,Quest Diagnostics,7709.00,0.026,772.00,0.197,10503.00,13619.10,-1,"45,000",-1,2018
368,EMCOR Group,7687.90,0.018,227.20,0.249,3965.90,4549.00,-8,"32,000",-8,2018
369,W.R. Berkley,7684.80,0.004,549.10,-0.088,24299.90,8836.10,-15,"7,722",-15,2018
370,WESCO International,7679.00,0.047,163.50,0.609,4735.50,2919.90,3,"9,100",3,2018
371,Coty,7650.30,0.759,-422.20,-3.691,22548.20,13722.50,187,"22,000",-,2018
372,WEC Energy Group,7648.50,0.024,1203.70,0.282,31590.50,19784.30,-4,"8,129",-4,2018
373,Masco,7644.00,0.039,533.00,0.086,5488.00,12590.00,-1,"26,000",-1,2018
374,DXC Technology,7607.00,0.071,-123.00,-1.490,8663.00,28720.20,-,"60,000",-,2018
375,Auto-Owners Insurance,7603.70,0.122,645.70,-0.086,23694.10,-,23,"5,227",23,2018
376,Jones Financial (Edward Jones),7597.00,0.146,872.00,0.169,17176.00,-,27,"45,000",27,2018
377,Liberty Media,7594.00,0.439,1354.00,0.991,41996.00,13815.80,114,"4,393",114,2018
378,Erie Insurance Group,7535.10,0.074,857.50,0.156,20669.20,-,4,"5,260",4,2018
379,Hershey,7515.40,0.010,783.00,0.087,5553.70,20773.80,-10,"16,135",-10,2018
380,PPL,7447.00,-0.009,1128.00,-0.407,41479.00,19634.70,-15,"12,512",-15,2018
381,Huntington Ingalls Industries,7441.00,0.053,479.00,-0.164,6374.00,11539.20,-1,"38,000",-1,2018
382,Mosaic,7409.40,0.034,-107.20,-1.360,18633.40,9357.90,-5,"8,500",-5,2018
383,J.M. Smucker,7392.30,-0.054,592.30,-0.140,15639.70,14087.40,-37,"7,140",-37,2018
384,Delek US Holdings,7349.50,0.357,288.80,-,5935.20,3415.50,96,"3,941",96,2018
385,Newmont Mining,7348.00,-0.123,-98.00,-,20563.00,20852.60,-57,"12,569",-57,2018
386,Constellation Brands,7331.50,0.120,1535.10,0.455,18602.40,44378.60,22,"8,700",22,2018
387,Ryder System,7329.60,0.080,790.60,2.012,11452.20,3867.20,7,"36,100",7,2018
388,National Oilwell Varco,7304.00,0.007,-237.00,-,20206.00,13993.10,-13,"31,605",-13,2018
389,Adobe Systems,7301.50,0.247,1694.00,0.449,14535.60,106413.00,54,"17,973",54,2018
390,LifePoint Health,7263.10,-0.001,102.40,-0.160,6286.40,1832.00,-16,"42,000",-16,2018
391,Tractor Supply,7256.40,0.070,422.60,-0.033,2868.80,7806.70,5,"21,000",5,2018
392,Thor Industries,7247.00,0.582,374.30,0.459,2557.90,6068.90,148,"17,800",-,2018
393,Dana,7209.00,0.237,111.00,-0.827,5644.00,3741.20,54,"30,100",54,2018
394,Weyerhaeuser,7196.00,-0.089,582.00,-0.433,18059.00,26463.40,-53,"9,300",-53,2018
395,J.B. Hunt Transport Services,7189.60,0.097,686.30,0.588,4465.30,12857.70,12,"24,681",12,2018
396,Darden Restaurants,7170.20,0.034,479.10,0.278,5504.20,10531.30,-11,"178,729",-11,2018
397,Yum China Holdings,7144.00,0.058,403.00,-0.197,4263.00,16008.50,2,"450,000",2,2018
398,Blackstone Group,7119.10,0.389,1470.80,0.415,34428.90,21057.90,105,"2,360",-,2018
399,Berry Global Group,7095.00,0.093,340.00,0.441,8476.00,7191.10,14,"23,000",14,2018
400,Builders FirstSource,7034.20,0.105,38.80,-0.731,3006.10,2264.10,21,"15,000",21,2018
401,Activision Blizzard,7017.00,0.062,273.00,-0.717,18668.00,51177.30,5,"9,800",5,2018
402,JetBlue Airways,7015.00,0.058,1147.00,0.511,9781.00,6540.20,1,"17,424",1,2018
403,Amphenol,7011.30,0.115,650.50,-0.210,10003.90,26311.30,21,"70,000",21,2018
404,A-Mark Precious Metals,6989.60,0.030,7.10,-0.236,478.50,86.10,-9,126,-9,2018
405,Spirit AeroSystems Holdings,6983.00,0.028,354.90,-0.244,5267.80,9594.60,-12,"15,500",-12,2018
406,R.R. Donnelley & Sons,6939.60,0.006,-34.40,-,3904.50,611.80,-18,"42,700",-18,2018
407,Harris,6939.00,-0.078,553.00,0.707,10090.00,19148.70,-44,"17,000",-44,2018
408,Expeditors Intl. of Washington,6920.90,0.135,489.30,0.136,3117.00,11086.90,21,"16,500",21,2018
409,Discovery,6873.00,0.058,-337.00,-1.282,22555.00,11155.60,3,"7,000",3,2018
410,Owens-Illinois,6869.00,0.025,180.00,-0.139,9756.00,3537.60,-9,"26,500",-9,2018
411,Sanmina,6868.60,0.060,138.80,-0.261,3847.40,1863.10,3,"41,250",3,2018
412,KeyCorp,6868.00,0.267,1296.00,0.638,137698.00,20570.30,67,"18,415",67,2018
413,American Financial Group,6865.00,0.056,475.00,-0.268,60658.00,9923.20,-2,"7,600",-2,2018
414,Oshkosh,6829.60,0.088,285.60,0.320,5098.90,5767.90,11,"14,000",11,2018
415,Rockwell Collins,6822.00,0.297,705.00,-0.032,17997.00,22107.70,77,"29,000",77,2018
416,Kindred Healthcare,6767.60,-0.064,-698.40,-,5232.70,836.40,-40,"64,200",-40,2018
417,Insight Enterprises,6703.60,0.222,90.70,0.071,2685.70,1251.80,56,"6,697",56,2018
418,Dr Pepper Snapple Group,6690.00,0.039,1076.00,0.270,10022.00,21278.10,-2,"21,000",-2,2018
419,American Tower,6663.90,0.152,1238.90,0.295,33214.30,64073.40,30,"4,752",30,2018
420,Fortive,6656.00,-,1044.50,-,10500.60,26979.40,-,"26,000",-,2018
421,Ralph Lauren,6652.80,-0.102,-99.30,-1.251,5652.00,9088.20,-50,"18,250",-50,2018
422,Spectrum Brands Holdings,6650.00,0.039,106.00,-,35849.70,3328.40,-4,"17,113",-4,2018
423,Ascena Retail Group,6649.80,-0.049,-1067.30,-,3871.50,394.40,-39,"40,000",-39,2018
424,United Rentals,6641.00,0.153,1346.00,1.378,15030.00,14537.20,28,"14,800",28,2018
425,Casey's General Stores,6640.60,0.053,177.50,-0.215,3020.10,4120.30,-2,"25,463",-2,2018
426,Graybar Electric,6631.20,0.039,71.60,-0.231,2261.40,-,-6,"8,500",-6,2018
427,Avery Dennison,6613.80,0.087,281.80,-0.121,5136.90,9360.80,3,"30,000",3,2018
428,MasTec,6607.00,0.287,347.20,1.645,4066.60,3873.80,74,"17,300",-,2018
429,CMS Energy,6583.00,0.029,460.00,-0.165,23050.00,12793.10,-10,"7,887",-10,2018
430,HD Supply Holdings,6534.00,-0.132,970.00,3.949,4318.00,7040.40,-66,"11,000",-66,2018
431,Raymond James Financial,6524.90,0.182,636.20,0.202,34883.50,13019.40,38,"12,700",38,2018
432,NCR,6516.00,-0.004,232.00,-0.141,7654.00,3737.40,-23,"34,000",-23,2018
433,Hanesbrands,6478.30,0.069,61.90,-0.885,6894.80,6637.70,-1,"67,200",-1,2018
434,Asbury Automotive Group,6456.50,-0.011,139.10,-0.168,2356.70,1411.60,-24,"8,000",-24,2018
435,Citizens Financial Group,6454.00,0.120,1652.00,0.581,152336.00,20474.40,16,"17,594",16,2018
436,Packaging Corp. of America,6444.90,0.115,668.60,0.487,6197.50,10633.20,14,"14,600",14,2018
437,Alleghany,6424.70,0.048,90.10,-0.803,25384.30,9460.30,-9,"4,402",-9,2018
438,Apache,6423.00,0.200,1304.00,-,21922.00,14678.10,50,"3,356",50,2018
439,Dillard's,6422.70,0.001,221.30,0.308,3673.20,2288.50,-22,"31,400",-22,2018
440,Assurant,6415.00,-0.148,519.60,-0.081,31843.00,4802.90,-79,"14,175",-79,2018
441,Franklin Resources,6392.20,-0.034,1696.70,-0.017,17534.00,19133.10,-36,"9,386",-36,2018
442,Owens Corning,6384.00,0.125,289.00,-0.265,8632.00,8981.80,16,"17,000",16,2018
443,Motorola Solutions,6380.00,0.057,-155.00,-1.277,8208.00,17026.50,-10,"15,000",-10,2018
444,NVR,6322.30,0.084,537.50,0.264,2989.30,10261.90,2,"5,200",2,2018
445,Rockwell Automation,6311.30,0.073,825.70,0.132,7161.70,22260.10,-3,"22,000",-3,2018
446,TreeHouse Foods,6307.10,0.021,-286.20,-,5779.30,2158.70,-19,"13,489",-19,2018
447,Wynn Resorts,6306.40,0.412,747.20,2.088,12681.70,19778.20,101,"25,200",-,2018
448,Olin,6268.40,0.129,549.50,-,9218.30,5081.00,19,"6,400",19,2018
449,American Axle & Manufacturing,6266.00,0.587,337.10,0.400,7882.80,1699.40,144,"25,000",-,2018
450,Old Republic International,6263.10,0.061,560.50,0.200,19403.50,5777.50,-11,"8,700",-11,2018
451,Chemours,6183.00,0.145,746.00,105.571,7293.00,8840.20,31,"7,000",31,2018
452,iHeartMedia,6178.20,-0.015,-704.40,-,12257.30,39.40,-26,"18,700",-26,2018
453,Ameren,6177.00,0.017,523.00,-0.199,25945.00,13740.40,-22,"8,615",-22,2018
454,Arthur J. Gallagher,6159.60,0.101,463.10,0.118,12897.40,12512.00,8,"26,783",8,2018
455,Celanese,6140.00,0.139,843.00,-0.063,9538.00,13610.80,29,"7,592",29,2018
456,Sealed Air,6130.60,-0.096,814.90,0.675,5280.30,7162.00,-59,"15,000",-59,2018
457,UGI,6120.70,0.077,436.60,0.197,11582.20,7685.30,-,"13,000",-,2018
458,Realogy Holdings,6114.00,0.052,431.00,1.023,7337.00,3568.40,-10,"11,800",-10,2018
459,Burlington Stores,6110.00,0.093,384.90,0.783,2812.80,9018.10,4,"40,000",4,2018
460,Regions Financial,6093.00,0.021,1263.00,0.086,124294.00,20860.60,-24,"21,714",-24,2018
461,AK Steel Holding,6080.50,0.034,6.20,-,4296.10,1428.20,-20,"9,200",-20,2018
462,Securian Financial Group,6066.50,0.270,418.90,0.687,51232.40,-,70,"5,000",-,2018
463,S&P Global,6063.00,0.071,1496.00,-0.290,9425.00,47642.50,-4,"20,400",-4,2018
464,Markel,6061.70,0.080,395.30,-0.133,32805.00,16264.10,-4,"15,600",-4,2018
465,TravelCenters of America,6051.60,0.098,9.30,-,1617.90,143.90,5,"19,611",5,2018
466,Conduent,6022.00,-,181.00,-,7548.00,3923.10,-,"90,000",-,2018
467,M&T Bank Corp.,6018.90,0.052,1408.30,0.071,118593.50,27379.20,-12,"16,354",-12,2018
468,Clorox,5973.00,0.037,701.00,0.082,4573.00,17225.00,-15,"8,100",-15,2018
469,AmTrust Financial Services,5958.90,0.093,-348.90,-1.849,25218.60,2415.90,6,"9,300",6,2018
470,KKR,5930.00,0.714,1018.30,2.292,45834.70,9882.00,186,"1,184",-,2018
471,Ulta Beauty,5884.50,0.212,555.20,0.355,2908.70,12458.90,53,"24,200",-,2018
472,Yum Brands,5878.00,-0.077,1340.00,-0.172,5311.00,28306.80,-50,"60,000",-50,2018
473,Regeneron Pharmaceuticals,5872.20,0.208,1198.50,0.338,8764.30,37086.50,50,"6,200",-,2018
474,Windstream Holdings,5852.90,0.086,-2116.60,-,11084.30,288.50,11,"12,979",11,2018
475,Magellan Health,5838.60,0.207,110.20,0.415,2957.20,2605.10,51,"10,700",-,2018
476,Western & Southern Financial,5836.30,0.081,310.40,0.287,46395.10,-,7,"2,226",7,2018
477,Intercontinental Exchange,5834.00,-0.021,2514.00,0.768,78264.00,42132.40,-40,"4,952",-40,2018
478,Ingredion,5832.00,0.023,519.00,0.070,6080.00,9312.60,-22,"11,000",-22,2018
479,Wyndham Destinations,5821.00,0.040,871.00,0.426,10403.00,11411.40,-18,"39,200",-18,2018
480,Toll Brothers,5815.10,0.125,535.50,0.401,9445.20,6566.30,17,"4,500",17,2018
481,Seaboard,5809.00,0.080,247.00,-0.208,5161.00,4992.40,5,"11,800",5,2018
482,Booz Allen Hamilton,5804.30,0.074,252.50,-0.141,3373.10,5616.80,-1,"23,300",-1,2018
483,First American Financial,5772.40,0.035,423.00,0.233,9573.20,6511.10,-19,"18,705",-19,2018
484,Cincinnati Financial,5732.40,0.052,1045.00,0.769,21843.10,12185.30,-8,"4,925",-8,2018
485,Avon Products,5715.60,-0.023,22.00,-,3697.90,1250.70,-41,"25,000",-41,2018
486,Northern Trust,5715.50,0.111,1199.00,0.161,138590.50,23264.30,15,"18,100",-,2018
487,Fiserv,5696.00,0.035,1246.00,0.340,10289.00,29466.40,-16,"24,000",-16,2018
488,Harley-Davidson,5647.20,-0.058,521.80,-0.246,9972.70,7198.00,-53,"5,800",-53,2018
489,Cheniere Energy,5601.00,3.365,-393.00,-,27906.00,12702.80,-,"1,230",-,2018
490,Patterson,5593.10,0.007,170.90,-0.087,3507.90,2103.70,-24,"7,500",-24,2018
491,Peabody Energy,5578.80,0.183,-,-,8181.20,4648.80,42,"7,100",-,2018
492,ON Semiconductor,5543.10,0.419,810.70,3.452,7195.10,10406.30,106,"34,000",-,2018
493,Simon Property Group,5538.60,0.019,1948.00,0.059,32257.60,47861.00,-16,"4,150",-16,2018
494,Western Union,5524.30,0.019,-557.10,-3.200,9231.40,8857.40,-16,"11,500",-16,2018
495,NetApp,5519.00,-0.005,509.00,1.223,9493.00,16528.20,-27,"10,100",-27,2018
496,Polaris Industries,5504.80,0.198,172.50,-0.190,3089.60,7223.70,41,"11,000",-,2018
497,Pioneer Natural Resources,5455.00,0.427,833.00,-,17003.00,29254.30,109,"3,836",-,2018
498,ABM Industries,5453.60,0.060,3.80,-0.934,3812.60,2199.60,2,"140,000",2,2018
499,Vistra Energy,5430.00,0.052,-254.00,-,14600.00,8924.60,-,"4,150",-,2018
500,Cintas,5428.90,0.107,480.70,-0.307,6844.10,18164.90,20,"42,000",-,2018
