rank,company,revenues,revenue % change,profits,profits % change,assets,market val,change in rank 1000,employees,change in rank 500,year
276,Universal Health Services,10508.00,0.074,702.40,0.032,10318.00,12022.00,14,"70,863",14,2017
277,Discover Financial Services,10497.00,0.049,2393.00,0.042,92308.00,26255.00,6,"15,549",6,2017
278,Occidental Petroleum,10398.00,-0.181,-574.00,-,43109.00,48444.00,-53,"11,000",-53,2017
279,United States Steel,10261.00,-0.113,-440.00,-,9160.00,5893.00,-35,"29,800",-35,2017
280,Sempra Energy,10183.00,-0.005,1370.00,0.016,47786.00,27692.00,-1,"16,575",-1,2017
281,Baxter International,10163.00,0.02,4965.00,4.129,15546.00,28106.00,5,"48,000",5,2017
282,W.W. Grainger,10137.00,0.016,605.90,-0.212,5694.00,13668.00,3,"25,000",3,2017
283,Autoliv,10074.00,0.099,567.10,0.241,8234.00,9032.00,27,"65,900",27,2017
284,Norfolk Southern,9888.00,-0.059,1668.00,0.072,34892.00,32515.00,-14,"27,856",-14,2017
285,Baker Hughes,9841.00,-0.375,-2738.00,-,19034.00,25444.00,-107,"33,000",-107,2017
286,Ally Financial,9835.00,0.031,1067.00,-0.172,163728.00,9437.00,12,"7,600",12,2017
287,Sonic Automotive,9732.00,0.011,93.20,0.08,3639.00,900.00,10,"9,800",10,2017
288,Owens & Minor,9723.00,-0.005,108.80,0.052,2718.00,2114.00,3,"7,900",3,2017
289,Huntsman,9657.00,-0.062,326.00,2.505,9189.00,5880.00,-12,"15,000",-12,2017
290,Laboratory Corp. of America,9642.00,0.111,732.10,0.676,14247.00,14696.00,35,"52,000",35,2017
291,Murphy USA,9633.00,-0.115,221.50,0.256,2089.00,2706.00,-33,"6,600",-33,2017
292,Advance Auto Parts,9568.00,-0.017,459.60,-0.029,8315.00,10944.00,1,"57,500",1,2017
293,Fidelity National Financial,9554.00,0.046,650.00,0.233,14463.00,10600.00,18,"55,219",18,2017
294,Air Products & Chemicals,9524.00,-0.037,631.10,-0.506,18055.00,29438.00,-6,"18,450",-6,2017
295,Hormel Foods,9523.00,0.028,890.10,0.297,6370.00,18316.00,9,"21,100",9,2017
296,Hertz Global Holdings,9480.00,-0.1,-491.00,-2.799,19155.00,1456.00,-27,"36,000",-27,2017
297,MGM Resorts International,9455.00,0.029,1101.40,-,28173.00,15733.00,12,"66,500",12,2017
298,Corning,9390.00,0.031,3695.00,1.76,27899.00,25030.00,15,"40,700",15,2017
299,Republic Services,9388.00,0.03,612.60,-0.183,20630.00,21312.00,13,"33,000",13,2017
300,Alcoa,9318.00,-,-400.00,-,16741.00,6337.00,-,"14,000",-,2017
301,Fidelity National Information Services,9241.00,0.401,568.00,-0.101,26031.00,26178.00,91,"55,000",91,2017
302,Pacific Life,9169.00,0.061,824.00,0.247,143298.00,-,24,"3,628",24,2017
303,SunTrust Banks,9161.00,0.074,1878.00,-0.028,204875.00,27175.00,26,"24,375",26,2017
304,LKQ,9082.00,0.263,464.00,0.096,8303.00,9021.00,65,"42,500",65,2017
305,BorgWarner,9071.00,0.131,118.50,-0.806,8835.00,8895.00,34,"27,000",34,2017
306,Ball,9061.00,0.133,263.00,-0.064,16173.00,13000.00,35,"18,450",35,2017
306,CST Brands,9061.00,-0.046,324.00,1.174,4360.00,3645.00,-7,"12,380",-7,2017
306,Public Service Enterprise Group,9061.00,-0.13,887.00,-0.472,40070.00,22451.00,-34,"13,065",-34,2017
309,Eastman Chemical,9008.00,-0.066,854.00,0.007,15457.00,11783.00,-13,"14,000",-13,2017
310,eBay,8979.00,-0.054,7266.00,3.212,23847.00,36232.00,-10,"12,600",-10,2017
311,Mohawk Industries,8959.00,0.11,930.40,0.512,10231.00,17025.00,27,"37,800",27,2017
312,Oneok,8921.00,0.149,352.00,0.437,16139.00,11684.00,36,"2,384",36,2017
313,Frontier Communications,8896.00,0.595,-373.00,-,29013.00,2521.00,148,"28,332",148,2017
314,Netflix,8831.00,0.303,186.70,0.522,13587.00,63619.00,65,"3,850",65,2017
315,American Family Insurance Group,8829.00,0.066,325.60,-0.531,22662.00,-,17,"10,471",17,2017
316,Thrivent Financial for Lutherans,8777.00,-0.001,587.80,-0.236,88561.00,-,2,"3,282",2,2017
317,Expedia,8774.00,0.315,281.80,-0.631,15778.00,18901.00,68,"20,075",68,2017
318,Lithia Motors,8678.00,0.103,197.10,0.077,3844.00,2156.00,28,"11,170",28,2017
319,Avis Budget Group,8659.00,0.018,163.00,-0.479,17643.00,2528.00,11,"25,600",11,2017
320,Reliance Steel & Aluminum,8613.00,-0.079,304.30,-0.023,7411.00,5830.00,-17,"14,500",-17,2017
321,GameStop,8608.00,-0.081,353.20,-0.123,4976.00,2282.00,-19,"41,750",-19,2017
322,Tenneco,8599.00,0.048,363.00,0.47,4342.00,3390.00,12,"31,000",12,2017
323,O'Reilly Automotive,8593.00,0.079,1037.70,0.114,7204.00,24730.00,19,"58,397",19,2017
324,Peter Kiewit Sons',8573.00,-0.047,396.00,0.578,6179.00,-,-10,"20,000",-10,2017
325,United Natural Foods,8470.00,0.035,125.80,-0.093,2852.00,2187.00,10,"9,554",10,2017
326,salesforce.com,8392.00,0.259,179.60,-,17585.00,58362.00,60,"25,000",60,2017
327,Boston Scientific,8386.00,0.122,347.00,-,18096.00,34046.00,32,"27,000",32,2017
328,Newmont Mining,8379.00,0.084,-627.00,-3.85,21031.00,17518.00,21,"12,438",21,2017
329,Genworth Financial,8369.00,-0.095,-277.00,-,104658.00,2056.00,-23,"3,400",-23,2017
330,Live Nation Entertainment,8355.00,0.153,2.90,-,6764.00,6219.00,36,"11,500",36,2017
331,Veritiv,8327.00,-0.045,21.00,-0.213,2484.00,813.00,-8,"8,700",-8,2017
332,News Corp.,8319.00,-0.036,179.00,-,15483.00,7559.00,-5,"24,000",-5,2017
333,Crown Holdings,8284.00,-0.055,496.00,0.262,9599.00,7367.00,-12,"23,992",-12,2017
334,Global Partners,8240.00,-0.201,-199.40,-5.578,2564.00,663.00,-58,"1,770",-58,2017
335,PVH,8203.00,0.023,549.00,-0.041,11068.00,8092.00,5,"26,650",5,2017
336,Level 3 Communications,8172.00,-0.007,677.00,-0.803,24888.00,20638.00,-3,"12,600",-3,2017
337,Navistar International,8111.00,-0.2,-97.00,-,5653.00,2416.00,-56,"11,300",-56,2017
338,Univar,8074.00,-0.101,-68.40,-5.145,5390.00,4293.00,-23,"8,700",-23,2017
339,Campbell Soup,7961.00,-0.015,563.00,-0.185,7837.00,17423.00,-2,"16,500",-2,2017
340,Dick's Sporting Goods,7922.00,0.09,287.40,-0.13,4058.00,5489.00,25,"27,550",25,2017
341,Weyerhaeuser,7902.00,0.116,1027.00,1.03,19243.00,25451.00,32,"10,400",32,2017
342,Mutual of Omaha Insurance,7899.00,0.092,356.60,0.071,38465.00,-,25,"5,732",25,2017
343,Chesapeake Energy,7872.00,-0.383,-4401.00,-,13028.00,5394.00,-120,"3,300",-120,2017
344,Anadarko Petroleum,7869.00,-0.095,-3071.00,-,45564.00,34640.00,-20,"4,500",-20,2017
345,Interpublic Group,7847.00,0.031,608.50,0.339,12485.00,9648.00,10,"49,800",10,2017
346,J.M. Smucker,7811.00,0.372,688.70,0.997,15984.00,15263.00,106,"6,910",106,2017
347,Steel Dynamics,7777.00,0.024,382.10,-,6424.00,8425.00,9,"7,695",9,2017
348,Foot Locker,7766.00,0.048,664.00,0.227,3840.00,9818.00,13,"32,965",13,2017
349,Western Refining,7743.00,-0.209,124.90,-0.693,5560.00,3812.00,-60,"7,134",-60,2017
350,SpartanNash,7735.00,0.011,56.80,-0.094,1930.00,1313.00,1,"11,500",1,2017
351,Dean Foods,7710.00,-0.051,119.90,-,2606.00,1786.00,-15,"17,000",-15,2017
352,Zimmer Biomet Holdings,7684.00,0.281,305.90,1.081,26684.00,24571.00,79,"18,500",79,2017
353,PulteGroup,7669.00,0.282,602.70,0.22,10178.00,7466.00,80,"4,623",80,2017
354,W.R. Berkley,7654.00,0.062,601.90,0.195,23365.00,8561.00,14,"7,608",14,2017
355,Quanta Services,7651.00,0.002,198.40,-0.362,5354.00,5386.00,-3,"28,100",-3,2017
356,EOG Resources,7651.00,-0.126,-1096.70,-,29459.00,56302.00,-34,"2,650",-34,2017
357,Charles Schwab,7644.00,0.176,1889.00,0.305,223383.00,54555.00,44,"16,200",44,2017
358,Eversource Energy,7639.00,-0.04,942.30,0.073,32053.00,18627.00,-15,"7,762",-15,2017
359,Anixter International,7625.00,0.156,120.50,-0.056,4094.00,2626.00,32,"8,900",32,2017
360,EMCOR Group,7552.00,0.123,181.90,0.056,3894.00,3756.00,21,"31,000",21,2017
361,Assurant,7532.00,-0.271,565.40,2.994,29709.00,5298.00,-86,"14,700",-86,2017
362,CenterPoint Energy,7528.00,0.019,432.00,-,21829.00,11882.00,1,"7,727",1,2017
363,Harris,7527.00,0.481,324.00,-0.03,11996.00,13849.00,142,"21,000",-,2017
364,HD Supply Holdings,7524.00,-0.143,196.00,-0.867,5707.00,8296.00,-44,"14,000",-44,2017
365,PPL,7517.00,-0.02,1902.00,1.789,38315.00,25448.00,-15,"12,689",-15,2017
366,Quest Diagnostics,7515.00,0.003,645.00,-0.09,10100.00,13501.00,-8,"43,000",-8,2017
367,Williams,7499.00,0.019,-424.00,-,46835.00,24436.00,-3,"5,604",-3,2017
368,WEC Energy Group,7472.00,0.261,939.00,0.471,30123.00,19134.00,69,"8,074",69,2017
369,Hershey,7440.00,0.007,720.00,0.404,5524.00,23236.00,-7,"17,140",-7,2017
370,AGCO,7411.00,-0.008,160.10,-0.399,7168.00,4783.00,-10,"19,795",-10,2017
371,Ralph Lauren,7405.00,-0.028,396.00,-0.436,6213.00,6710.00,-17,"20,500",-17,2017
372,Masco,7357.00,-0.069,491.00,0.383,5137.00,10888.00,-27,"26,000",-27,2017
373,WESCO International,7336.00,-0.024,101.60,-0.518,4491.00,3389.00,-16,"9,000",-16,2017
374,LifePoint Health,7274.00,0.209,121.90,-0.33,6319.00,2616.00,56,"47,000",56,2017
375,National Oilwell Varco,7251.00,-0.509,-2412.00,-,21140.00,15183.00,-183,"36,384",-183,2017
376,Kindred Healthcare,7227.00,0.018,-664.20,-,6113.00,711.00,-4,"76,650",-4,2017
377,Mosaic,7163.00,-0.195,297.80,-0.702,16841.00,10242.00,-61,"8,700",-61,2017
378,Alliance Data Systems,7138.00,0.108,515.80,-0.135,25514.00,13925.00,26,"17,000",26,2017
379,Computer Sciences,7106.00,-0.417,251.00,-,7736.00,9746.00,-146,"59,000",-146,2017
380,Huntington Ingalls Industries,7068.00,0.007,573.00,0.418,6352.00,9265.00,-2,"37,000",-2,2017
381,Leidos Holdings,7043.00,0.385,244.00,-0.039,9132.00,7696.00,123,"32,000",-,2017
382,Erie Insurance Group,7016.00,0.057,741.90,0.107,18417.00,-,29,"4,988",29,2017
383,Tesla,7000.00,0.73,-674.90,-,22664.00,45390.00,205,"30,025",-,2017
384,Ascena Retail Group,6995.00,0.456,-11.90,-,5506.00,830.00,139,"41,000",-,2017
385,Darden Restaurants,6934.00,-0.032,375.00,-0.471,4583.00,10389.00,-14,"150,942",-14,2017
386,Harman International Industries,6912.00,0.123,361.70,0.056,6054.00,-,33,"26,000",33,2017
387,Nvidia,6910.00,0.379,1666.00,1.713,9841.00,64160.00,121,"10,299",-,2017
388,R.R. Donnelley & Sons,6896.00,-0.387,-495.90,-4.282,4285.00,846.00,-133,"44,360",-133,2017
389,Fifth Third Bancorp,6889.00,-0.02,1564.00,-0.086,142177.00,19066.00,-13,"17,844",-13,2017
390,Quintiles IMS Holdings,6878.00,0.199,115.00,-0.703,21208.00,18999.00,57,"50,000",57,2017
391,Jones Lang LaSalle,6804.00,0.14,318.20,-0.275,7629.00,5043.00,45,"77,300",45,2017
392,Dover,6794.00,-0.033,508.90,-0.415,10116.00,12502.00,-15,"29,000",-15,2017
393,Spirit AeroSystems Holdings,6793.00,0.022,469.70,-0.404,5405.00,6900.00,-4,"14,400",-4,2017
394,Ryder System,6787.00,0.033,262.50,-0.139,10903.00,3992.00,1,"34,500",1,2017
395,A-Mark Precious Metals,6784.00,0.118,9.30,0.315,437.00,120.00,31,83,31,2017
396,Tractor Supply,6780.00,0.089,437.10,0.065,2675.00,8960.00,19,"19,500",19,2017
397,Sealed Air,6778.00,-0.036,486.40,0.45,7389.00,8432.00,-22,"23,000",-22,2017
398,Auto-Owners Insurance,6775.00,0.04,706.30,-0.134,21571.00,-,-,"4,737",-,2017
399,Yum China Holdings,6752.00,-,502.00,-,3727.00,10453.00,-,"420,000",-,2017
400,Calpine,6716.00,0.038,92.00,-0.609,19317.00,3989.00,2,"2,372",2,2017
401,Owens-Illinois,6702.00,0.089,209.00,0.548,9135.00,3316.00,17,"27,000",17,2017
402,Targa Resources,6691.00,0.005,-187.30,-4.213,12871.00,11743.00,-15,"1,970",-15,2017
403,JetBlue Airways,6632.00,0.034,759.00,0.121,9487.00,6875.00,2,"15,986",2,2017
403,Jones Financial (Edward Jones),6632.00,-0.009,746.00,-0.11,19424.00,-,-21,"43,000",-21,2017
405,Franklin Resources,6618.00,-0.167,1726.70,-0.152,16099.00,23823.00,-61,"9,059",-61,2017
406,Activision Blizzard,6608.00,0.417,966.00,0.083,17452.00,37487.00,126,"9,500",-,2017
407,J.B. Hunt Transport Services,6556.00,0.059,432.10,0.011,3829.00,10212.00,9,"22,190",9,2017
408,Constellation Brands,6548.00,0.086,1054.90,0.257,16965.00,31775.00,21,"9,000",21,2017
409,NCR,6543.00,0.027,270.00,-,7673.00,5620.00,-,"33,500",-,2017
410,Asbury Automotive Group,6528.00,-0.009,167.20,-0.012,2336.00,1271.00,-17,"7,900",-17,2017
411,American Financial Group,6498.00,0.057,649.00,0.844,55072.00,8303.00,10,"7,600",10,2017
412,Discovery Communications,6497.00,0.016,1194.00,0.155,15758.00,11306.00,-6,"7,000",-6,2017
413,Berry Global Group,6489.00,0.329,236.00,1.744,7653.00,6256.00,105,"21,000",-,2017
414,Sanmina,6481.00,0.017,187.80,-0.502,3625.00,3016.00,-6,"40,178",-6,2017
415,CalAtlantic Group,6477.00,0.83,484.70,1.27,8709.00,4291.00,225,"3,055",-,2017
416,Dr Pepper Snapple Group,6440.00,0.025,847.00,0.109,9791.00,17997.00,-3,"20,000",-3,2017
417,Dillard's,6418.00,-0.05,169.20,-0.372,3888.00,1645.00,-37,"30,800",-37,2017
418,HRG Group,6403.00,0.101,-198.80,-,35793.00,3869.00,23,"16,021",23,2017
419,CMS Energy,6399.00,-0.009,551.00,0.054,21622.00,12528.00,-16,"7,750",-16,2017
420,Graybar Electric,6385.00,0.045,93.10,0.022,2099.00,-,3,"8,500",3,2017
421,Builders FirstSource,6367.00,0.786,144.30,-,2910.00,1669.00,216,"14,000",-,2017
422,Yum Brands,6366.00,-0.514,1619.00,0.252,5478.00,22611.00,-204,"90,000",-204,2017
423,Casey's General Stores,6304.00,-0.106,226.00,0.251,2726.00,4400.00,-49,"24,724",-49,2017
424,Amphenol,6286.00,0.129,822.90,0.078,8499.00,21897.00,38,"62,000",38,2017
425,Oshkosh,6279.00,0.03,216.40,-0.057,4514.00,5118.00,-1,"13,800",-1,2017
426,iHeartMedia,6274.00,0.005,-296.30,-,12862.00,330.00,-12,"18,700",-12,2017
427,TreeHouse Foods,6175.00,0.926,-228.60,-2.989,6546.00,4813.00,259,"16,027",-,2017
428,Alleghany,6131.00,0.226,456.90,-0.185,23757.00,9476.00,81,"3,420",-,2017
429,Expeditors International of Washington,6098.00,-0.078,430.80,-0.058,2791.00,10208.00,-39,"16,000",-39,2017
430,Avery Dennison,6087.00,0.02,320.70,0.169,4396.00,7157.00,5,"25,000",5,2017
431,Ameren,6076.00,-0.004,653.00,0.037,24699.00,13245.00,-6,"8,629",-6,2017
432,Hanesbrands,6063.00,0.058,539.40,0.258,6908.00,7733.00,16,"67,800",16,2017
433,Motorola Solutions,6038.00,0.06,560.00,-0.082,8463.00,14131.00,18,"14,000",18,2017
434,St. Jude Medical,6004.00,0.084,734.00,-0.166,12578.00,-,31,"18,000",31,2017
435,Harley-Davidson,5997.00,-,692.20,-0.08,9890.00,10626.00,-3,"6,000",-3,2017
436,Regions Financial,5967.00,0.052,1163.00,0.095,125968.00,17512.00,17,"22,166",17,2017
437,Intercontinental Exchange,5958.00,0.273,1422.00,0.116,82003.00,35530.00,92,"5,631",-,2017
438,Alaska Air Group,5931.00,0.059,814.00,-0.04,9962.00,11407.00,21,"19,112",21,2017
439,Old Republic International,5901.00,0.023,466.90,0.106,18592.00,5382.00,3,"8,500",3,2017
440,Lam Research,5886.00,0.119,914.00,0.394,12272.00,20903.00,51,"7,500",51,2017
441,AK Steel Holding,5883.00,-0.121,-7.80,-,4036.00,2263.00,-58,"8,500",-58,2017
442,Rockwell Automation,5880.00,-0.068,729.70,-0.118,7101.00,20024.00,-30,"22,000",-30,2017
443,Adobe Systems,5854.00,0.221,1168.80,0.857,12707.00,64375.00,81,"15,706",-,2017
444,Avon Products,5853.00,-0.184,-107.60,-,3419.00,1933.00,-74,"26,400",-74,2017
445,Terex,5841.00,-0.107,-176.10,-2.207,5007.00,3250.00,-49,"18,100",-49,2017
446,NVR,5835.00,0.129,425.30,0.111,2644.00,7851.00,52,"4,900",52,2017
447,Dana,5826.00,-0.039,640.00,3.025,4860.00,2783.00,-19,"24,900",-19,2017
448,Realogy Holdings,5810.00,0.018,213.00,0.158,7421.00,4173.00,1,"11,800",1,2017
449,American Tower,5786.00,0.213,956.40,0.396,30879.00,51921.00,77,"4,507",-,2017
450,Packaging Corp. of America,5779.00,0.006,449.60,0.029,5777.00,8631.00,-4,"14,000",-4,2017
451,Citizens Financial Group,5763.00,0.092,1045.00,0.244,149520.00,17597.00,35,"17,600",35,2017
452,United Rentals,5762.00,-0.009,566.00,-0.032,11988.00,10561.00,-12,"12,500",-12,2017
453,Clorox,5761.00,0.017,648.00,0.117,4518.00,17294.00,2,"8,000",2,2017
454,Genesis Healthcare,5733.00,0.02,-64.00,-,5779.00,408.00,3,"82,000",3,2017
455,M&T Bank Corp.,5722.00,0.145,1315.10,0.218,123449.00,23792.00,55,"16,487",-,2017
456,Ingredion,5704.00,0.015,484.90,0.206,5782.00,8646.00,-,"11,000",-,2017
457,UGI,5686.00,-0.15,364.70,0.298,10847.00,8543.00,-73,"13,105",-73,2017
458,Owens Corning,5677.00,0.061,393.00,0.191,7741.00,6910.00,22,"16,000",22,2017
459,S&P Global,5661.00,0.066,2106.00,0.822,8669.00,33805.00,22,"20,000",22,2017
460,Markel,5612.00,0.045,455.70,-0.218,25875.00,13623.00,16,"10,900",16,2017
461,Wyndham Worldwide,5599.00,0.011,611.00,-0.002,9819.00,8829.00,5,"37,800",5,2017
462,Arthur J. Gallagher,5595.00,0.038,414.40,0.161,11490.00,10148.00,9,"24,790",9,2017
463,Burlington Stores,5591.00,0.09,215.90,0.435,2575.00,6836.00,37,"40,000",37,2017
464,First American Financial,5576.00,0.077,343.00,0.191,8832.00,4332.00,33,"19,531",33,2017
465,Symantec,5568.00,-0.144,2488.00,1.834,11767.00,18986.00,-65,"11,000",-65,2017
466,Patterson,5555.00,0.27,187.20,-0.162,3521.00,4393.00,93,"7,000",-,2017
467,Olin,5551.00,0.945,-3.90,-,8763.00,5444.00,294,"6,400",-,2017
468,NetApp,5546.00,-0.094,229.00,-0.591,10037.00,11339.00,-46,"12,030",-46,2017
469,Raymond James Financial,5520.00,0.04,529.40,0.054,31594.00,10958.00,13,"11,900",13,2017
470,TravelCenters of America,5511.00,-0.058,-2.00,-1.073,1660.00,241.00,-31,"20,259",-31,2017
471,Fiserv,5505.00,0.048,930.00,0.306,9743.00,24741.00,21,"23,000",21,2017
472,Host Hotels & Resorts,5488.00,0.019,762.00,0.366,11408.00,13794.00,-,220,-,2017
473,Insight Enterprises,5486.00,0.021,84.70,0.117,2219.00,1458.00,1,"5,930",1,2017
474,Mattel,5457.00,-0.043,318.00,-0.139,6494.00,8770.00,-24,"32,000",-24,2017
475,AmTrust Financial Services,5451.00,0.181,411.00,-0.088,22615.00,3158.00,56,"8,000",-,2017
476,Cincinnati Financial,5449.00,0.06,590.70,-0.068,20386.00,11911.00,23,"4,754",23,2017
477,Simon Property Group,5435.00,0.032,1838.90,0.006,31104.00,53732.00,11,"4,050",11,2017
478,Western Union,5423.00,-0.011,253.20,-0.698,9420.00,9691.00,-10,"10,700",-10,2017
479,KeyCorp,5422.00,0.194,791.00,-0.136,136453.00,19238.00,61,"15,700",-,2017
480,Delek US Holdings,5414.00,-0.06,-153.70,-8.923,2985.00,1504.00,-35,"1,326",-35,2017
481,Booz Allen Hamilton Holding,5406.00,0.025,294.10,0.265,3010.00,5307.00,6,"22,600",6,2017
482,Chemours,5400.00,-,7.00,-,6060.00,7080.00,-,"7,000",-,2017
483,Western & Southern Financial Group,5398.00,0.008,241.20,-0.472,43831.00,-,-4,"2,178",-4,2017
484,Celanese,5389.00,-0.05,900.00,1.961,8357.00,12643.00,-31,"7,293",-31,2017
485,Windstream Holdings,5387.00,-0.066,-383.50,-,11770.00,1038.00,-42,"11,870",-42,2017
486,Seaboard,5379.00,-0.038,312.00,0.825,4755.00,4881.00,-26,"11,781",-26,2017
487,Essendant,5369.00,0.001,63.90,-,2164.00,568.00,-10,"6,600",-10,2017
488,Apache,5354.00,-0.195,-1405.00,-,22519.00,19547.00,-100,"3,727",-100,2017
489,Airgas,5314.00,0.002,337.50,-0.083,6135.00,-,-5,"17,000",-5,2017
490,Kelly Services,5277.00,-0.044,120.80,1.245,2028.00,836.00,-23,"7,500",-23,2017
491,Liberty Media,5276.00,0.1,680.00,9.625,31377.00,13055.00,34,"3,626",-,2017
492,Rockwell Collins,5259.00,-0.001,728.00,0.061,7707.00,12711.00,-2,"19,000",-2,2017
493,Robert Half International,5250.00,0.031,343.40,-0.04,1778.00,6240.00,10,"16,400",-,2017
494,CH2M Hill,5236.00,-0.023,15.00,-0.813,2671.00,-,-16,"20,000",-16,2017
495,Big Lots,5200.00,0.002,152.80,0.07,1608.00,2180.00,-,"23,150",-,2017
496,Michaels Cos.,5197.00,0.058,378.20,0.042,2148.00,4229.00,21,"31,000",-,2017
497,Toll Brothers,5170.00,0.239,382.10,0.052,9737.00,5872.00,79,"4,200",-,2017
498,Yahoo,5169.00,0.04,-214.30,-,48083.00,44391.00,15,"8,500",-,2017
499,Vistra Energy,5164.00,-,-,-,15167.00,6968.00,-,"4,431",-,2017
500,ABM Industries,5145.00,-0.028,57.20,-0.25,2281.00,2428.00,-15,"110,000",-15,2017
